CustomerID,Plan,AcquisitionSource,MRR,SignupDate,CancelDate,Status,TenureMonths,IsDiscount,LTV
CUST0057,Enterprise,Free Trial,199,11/11/2022,,Active,13,1,2587
CUST0058,Pro,Free Trial,79,8/4/2023,,Active,8,1,632
CUST0059,Pro,Organic,79,5/13/2023,,Active,30,0,2370
CUST0060,Enterprise,Paid Ad,199,6/30/2023,,Active,10,0,1990
CUST0061,Pro,Free Trial,79,11/7/2023,,Active,23,1,1817
CUST0062,Basic,Organic,29,6/19/2022,8/13/2023,Churned,14,0,406
CUST0063,Basic,Paid Ad,29,8/5/2022,,Active,30,0,870
CUST0064,Pro,Free Trial,79,12/8/2023,10/3/2024,Churned,10,1,790
CUST0065,Basic,Paid Ad,29,2/13/2023,,Active,26,0,754
CUST0066,Basic,Organic,29,1/18/2023,,Active,22,0,638
CUST0067,Basic,Paid Ad,29,4/8/2023,12/4/2023,Churned,8,0,232
CUST0068,Enterprise,Paid Ad,199,3/7/2022,,Active,24,0,4776
CUST0069,Pro,Referral,79,7/22/2023,3/18/2024,Churned,8,0,632
CUST0070,Basic,Direct Sales,29,1/8/2022,3/9/2022,Churned,2,0,58
CUST0071,Enterprise,Organic,199,8/23/2022,10/22/2022,Churned,2,0,398
CUST0072,Basic,Paid Ad,29,12/5/2022,8/2/2023,Churned,8,0,232
CUST0073,Basic,Organic,29,10/13/2022,,Active,12,0,348
CUST0074,Pro,Paid Ad,79,7/7/2023,10/29/2024,Churned,16,0,1264
CUST0075,Basic,Organic,29,9/6/2022,,Active,19,0,551
CUST0076,Enterprise,Organic,199,7/14/2022,9/7/2023,Churned,14,0,2786
CUST0077,Basic,Paid Ad,29,12/29/2022,,Active,20,0,580
CUST0078,Enterprise,Organic,199,2/25/2022,,Active,26,0,5174
CUST0079,Pro,Free Trial,79,4/11/2022,3/7/2023,Churned,11,1,869
CUST0080,Basic,Referral,29,4/22/2022,11/18/2022,Churned,7,0,203
CUST0081,Basic,Referral,29,7/4/2023,,Active,19,0,551
CUST0082,Pro,Paid Ad,79,7/7/2022,,Active,13,0,1027
CUST0083,Basic,Free Trial,29,3/19/2022,,Active,23,1,667
CUST0084,Basic,Organic,29,4/11/2022,10/3/2023,Churned,18,0,522
CUST0085,Basic,Referral,29,1/16/2022,,Active,30,0,870
CUST0086,Pro,Organic,79,8/31/2022,12/24/2023,Churned,16,0,1264
CUST0087,Pro,Organic,79,5/8/2023,6/1/2024,Churned,13,0,1027
CUST0088,Pro,Organic,79,3/2/2022,4/1/2022,Churned,1,0,79
CUST0089,Pro,Paid Ad,79,2/4/2023,,Active,20,0,1580
CUST0090,Enterprise,Organic,199,10/20/2022,,Active,29,0,5771
CUST0091,Basic,Organic,29,7/24/2023,,Active,21,0,609
CUST0092,Enterprise,Free Trial,199,6/8/2022,,Active,12,1,2388
CUST0093,Basic,Referral,29,3/1/2022,,Active,23,0,667
CUST0094,Pro,Referral,79,3/4/2022,,Active,7,0,553
CUST0095,Pro,Organic,79,2/21/2022,,Active,22,0,1738
CUST0096,Basic,Free Trial,29,6/28/2023,11/19/2024,Churned,17,1,493
CUST0097,Enterprise,Referral,199,3/24/2022,,Active,8,0,1592
CUST0098,Basic,Paid Ad,29,9/2/2023,4/29/2024,Churned,8,0,232
CUST0099,Pro,Free Trial,79,2/18/2023,10/16/2023,Churned,8,1,632
CUST0100,Enterprise,Free Trial,199,8/16/2023,,Active,25,1,4975
CUST0101,Pro,Organic,79,3/25/2022,,Active,24,0,1896
CUST0102,Basic,Free Trial,29,8/2/2023,,Active,14,1,406
CUST0103,Pro,Organic,79,7/29/2022,,Active,16,0,1264
CUST0104,Basic,Referral,29,9/2/2022,1/30/2023,Churned,5,0,145
CUST0105,Basic,Organic,29,11/19/2023,,Active,20,0,580
CUST0106,Pro,Referral,79,11/20/2022,,Active,8,0,632
CUST0107,Pro,Organic,79,1/10/2022,,Active,24,0,1896
CUST0108,Pro,Organic,79,4/13/2022,11/9/2022,Churned,7,0,553
CUST0109,Basic,Referral,29,6/3/2023,5/28/2024,Churned,12,0,348
CUST0110,Pro,Free Trial,79,3/12/2022,,Active,17,1,1343
CUST0111,Pro,Referral,79,10/19/2022,4/11/2024,Churned,18,0,1422
CUST0112,Basic,Paid Ad,29,12/22/2023,5/15/2025,Churned,17,0,493
CUST0113,Basic,Organic,29,1/9/2022,,Active,23,0,667
CUST0114,Enterprise,Paid Ad,199,11/3/2022,,Active,9,0,1791
CUST0115,Enterprise,Referral,199,5/18/2022,,Active,9,0,1791
CUST0116,Pro,Paid Ad,79,7/21/2023,5/16/2024,Churned,10,0,790
CUST0117,Pro,Paid Ad,79,9/12/2023,8/7/2024,Churned,11,0,869
CUST0118,Basic,Referral,29,7/28/2022,,Active,14,0,406
CUST0119,Basic,Organic,29,6/2/2023,,Active,7,0,203
CUST0120,Pro,Organic,79,4/5/2022,,Active,14,0,1106
CUST0121,Enterprise,Direct Sales,199,2/15/2022,7/15/2022,Churned,5,0,995
CUST0122,Enterprise,Paid Ad,199,10/15/2023,,Active,11,0,2189
CUST0123,Basic,Direct Sales,29,3/29/2023,,Active,19,0,551
CUST0124,Basic,Direct Sales,29,7/29/2023,10/27/2023,Churned,3,0,87
CUST0125,Enterprise,Free Trial,199,12/9/2023,,Active,23,1,4577
CUST0126,Basic,Paid Ad,29,2/6/2022,,Active,24,0,696
CUST0127,Enterprise,Paid Ad,199,7/20/2023,,Active,10,0,1990
CUST0128,Basic,Referral,29,2/12/2022,4/13/2022,Churned,2,0,58
CUST0129,Enterprise,Referral,199,1/2/2023,,Active,13,0,2587
CUST0130,Pro,Organic,79,11/14/2023,5/7/2025,Churned,18,0,1422
CUST0131,Pro,Direct Sales,79,2/21/2023,,Active,29,0,2291
CUST0132,Basic,Paid Ad,29,6/8/2022,,Active,13,0,377
CUST0133,Enterprise,Referral,199,6/16/2022,,Active,11,0,2189
CUST0134,Pro,Referral,79,2/27/2023,1/23/2024,Churned,11,0,869
CUST0135,Basic,Organic,29,2/26/2023,,Active,29,0,841
CUST0136,Pro,Free Trial,79,9/12/2022,,Active,28,1,2212
CUST0137,Enterprise,Direct Sales,199,4/21/2022,,Active,7,0,1393
CUST0138,Pro,Paid Ad,79,4/27/2023,7/20/2024,Churned,15,0,1185
CUST0139,Pro,Referral,79,12/25/2022,,Active,13,0,1027
CUST0140,Pro,Free Trial,79,8/17/2022,3/15/2023,Churned,7,1,553
CUST0141,Enterprise,Paid Ad,199,2/13/2023,,Active,8,0,1592
CUST0142,Basic,Organic,29,10/13/2022,3/6/2024,Churned,17,0,493
CUST0143,Pro,Organic,79,2/14/2023,,Active,23,0,1817
CUST0144,Basic,Paid Ad,29,12/6/2022,,Active,9,0,261
CUST0145,Basic,Referral,29,9/25/2022,6/22/2023,Churned,9,0,261
CUST0146,Basic,Organic,29,2/9/2022,4/5/2023,Churned,14,0,406
CUST0147,Pro,Paid Ad,79,12/20/2022,,Active,16,0,1264
CUST0148,Basic,Paid Ad,29,3/23/2023,,Active,22,0,638
CUST0149,Pro,Organic,79,4/29/2022,,Active,24,0,1896
CUST0150,Pro,Organic,79,7/14/2022,,Active,28,0,2212
CUST0151,Basic,Paid Ad,29,3/23/2023,9/13/2024,Churned,18,0,522
CUST0152,Pro,Referral,79,12/5/2023,,Active,29,0,2291
CUST0153,Pro,Direct Sales,79,11/18/2023,1/11/2025,Churned,14,0,1106
CUST0154,Pro,Paid Ad,79,3/13/2022,,Active,16,0,1264
CUST0155,Pro,Organic,79,10/1/2023,,Active,9,0,711
CUST0156,Basic,Organic,29,11/4/2022,,Active,27,0,783
CUST0157,Basic,Direct Sales,29,2/23/2023,12/20/2023,Churned,10,0,290
CUST0158,Pro,Referral,79,7/22/2023,9/14/2024,Churned,14,0,1106
CUST0159,Basic,Organic,29,11/12/2023,,Active,27,0,783
CUST0160,Basic,Organic,29,6/28/2022,,Active,15,0,435
CUST0161,Pro,Referral,79,2/20/2023,,Active,6,0,474
CUST0162,Pro,Organic,79,11/8/2022,,Active,19,0,1501
CUST0163,Enterprise,Referral,199,8/17/2023,,Active,16,0,3184
CUST0164,Pro,Referral,79,4/22/2023,,Active,27,0,2133
CUST0165,Basic,Organic,29,8/7/2022,,Active,29,0,841
CUST0166,Basic,Free Trial,29,6/23/2022,,Active,15,1,435
CUST0167,Basic,Organic,29,6/12/2023,,Active,25,0,725
CUST0168,Basic,Organic,29,12/10/2022,8/7/2023,Churned,8,0,232
CUST0169,Enterprise,Referral,199,11/20/2023,,Active,12,0,2388
CUST0170,Basic,Organic,29,5/31/2022,1/26/2023,Churned,8,0,232
CUST0171,Basic,Paid Ad,29,5/2/2023,,Active,30,0,870
CUST0172,Basic,Paid Ad,29,3/16/2022,,Active,26,0,754
CUST0173,Basic,Referral,29,8/13/2023,9/6/2024,Churned,13,0,377
CUST0174,Pro,Organic,79,5/22/2023,,Active,10,0,790
CUST0175,Basic,Referral,29,11/3/2023,,Active,30,0,870
CUST0176,Pro,Free Trial,79,4/20/2022,,Active,13,1,1027
CUST0177,Pro,Organic,79,6/30/2022,,Active,28,0,2212
CUST0178,Basic,Referral,29,6/15/2023,,Active,23,0,667
CUST0179,Basic,Referral,29,9/13/2022,,Active,9,0,261
CUST0180,Enterprise,Referral,199,4/13/2023,,Active,20,0,3980
CUST0181,Basic,Referral,29,11/15/2023,,Active,23,0,667
CUST0182,Basic,Paid Ad,29,9/2/2023,11/25/2024,Churned,15,0,435
CUST0183,Enterprise,Paid Ad,199,9/20/2023,,Active,22,0,4378
CUST0184,Enterprise,Direct Sales,199,3/13/2023,,Active,23,0,4577
CUST0185,Basic,Organic,29,4/2/2023,,Active,29,0,841
CUST0186,Basic,Organic,29,5/2/2023,,Active,30,0,870
CUST0187,Basic,Referral,29,9/11/2022,,Active,14,0,406
CUST0188,Basic,Paid Ad,29,6/18/2023,,Active,13,0,377
CUST0189,Pro,Organic,79,10/9/2022,,Active,28,0,2212
CUST0190,Pro,Organic,79,10/20/2022,9/15/2023,Churned,11,0,869
CUST0191,Basic,Referral,29,11/24/2022,,Active,8,0,232
CUST0192,Pro,Free Trial,79,5/22/2022,6/16/2023,Churned,13,1,1027
CUST0193,Pro,Free Trial,79,12/12/2023,7/9/2024,Churned,7,1,553
CUST0194,Basic,Organic,29,3/7/2022,,Active,16,0,464
CUST0195,Pro,Free Trial,79,7/10/2023,,Active,7,1,553
CUST0196,Enterprise,Paid Ad,199,7/31/2022,,Active,18,0,3582
CUST0197,Basic,Free Trial,29,8/22/2023,,Active,6,1,174
CUST0198,Basic,Direct Sales,29,8/13/2023,9/12/2023,Churned,1,0,29
CUST0199,Enterprise,Paid Ad,199,12/27/2022,,Active,18,0,3582
CUST0200,Pro,Free Trial,79,3/6/2023,,Active,29,1,2291
CUST0201,Basic,Direct Sales,29,7/14/2023,,Active,13,0,377
CUST0202,Pro,Free Trial,79,5/15/2023,7/8/2024,Churned,14,1,1106
CUST0203,Basic,Free Trial,29,5/13/2023,4/7/2024,Churned,11,1,319
CUST0204,Basic,Organic,29,11/16/2023,,Active,18,0,522
CUST0205,Enterprise,Organic,199,6/19/2022,,Active,10,0,1990
CUST0206,Basic,Direct Sales,29,9/30/2023,,Active,18,0,522
CUST0207,Enterprise,Referral,199,8/30/2023,,Active,6,0,1194
CUST0208,Pro,Paid Ad,79,3/27/2022,,Active,10,0,790
CUST0209,Basic,Paid Ad,29,4/18/2023,1/13/2024,Churned,9,0,261
CUST0210,Pro,Free Trial,79,1/24/2023,,Active,20,1,1580
CUST0211,Pro,Free Trial,79,12/1/2022,,Active,18,1,1422
CUST0212,Basic,Paid Ad,29,10/12/2022,,Active,19,0,551
CUST0213,Basic,Paid Ad,29,9/16/2022,,Active,21,0,609
CUST0214,Basic,Free Trial,29,1/20/2022,,Active,7,1,203
CUST0215,Basic,Organic,29,12/25/2022,3/25/2023,Churned,3,0,87
CUST0216,Basic,Free Trial,29,10/30/2023,11/29/2023,Churned,1,1,29
CUST0217,Pro,Organic,79,9/11/2022,10/11/2022,Churned,1,0,79
CUST0218,Basic,Referral,29,9/29/2023,2/26/2024,Churned,5,0,145
CUST0219,Basic,Free Trial,29,4/30/2023,,Active,24,1,696
CUST0220,Pro,Organic,79,8/12/2022,,Active,14,0,1106
CUST0221,Basic,Direct Sales,29,1/13/2023,5/13/2023,Churned,4,0,116
CUST0222,Basic,Paid Ad,29,6/17/2022,,Active,9,0,261
CUST0223,Pro,Direct Sales,79,8/16/2023,6/11/2024,Churned,10,0,790
CUST0224,Enterprise,Free Trial,199,8/13/2023,,Active,18,1,3582
CUST0225,Basic,Organic,29,2/11/2023,,Active,12,0,348
CUST0226,Pro,Referral,79,3/19/2022,,Active,26,0,2054
CUST0227,Basic,Direct Sales,29,9/6/2022,7/3/2023,Churned,10,0,290
CUST0228,Basic,Paid Ad,29,12/2/2023,,Active,9,0,261
CUST0229,Basic,Paid Ad,29,8/3/2023,,Active,17,0,493
CUST0230,Basic,Organic,29,6/30/2023,,Active,17,0,493
CUST0231,Basic,Referral,29,3/12/2022,,Active,16,0,464
CUST0232,Pro,Referral,79,1/13/2022,,Active,21,0,1659
CUST0233,Enterprise,Paid Ad,199,4/19/2022,,Active,17,0,3383
CUST0234,Basic,Free Trial,29,10/13/2023,,Active,20,1,580
CUST0235,Basic,Direct Sales,29,12/26/2023,6/23/2024,Churned,6,0,174
CUST0236,Basic,Direct Sales,29,6/19/2023,,Active,14,0,406
CUST0237,Basic,Free Trial,29,9/23/2023,,Active,23,1,667
CUST0238,Pro,Direct Sales,79,5/11/2023,,Active,29,0,2291
CUST0239,Basic,Referral,29,8/30/2023,4/26/2024,Churned,8,0,232
CUST0240,Enterprise,Paid Ad,199,3/30/2022,,Active,20,0,3980
CUST0241,Pro,Referral,79,9/7/2022,,Active,24,0,1896
CUST0242,Basic,Referral,29,9/17/2023,,Active,16,0,464
CUST0243,Pro,Direct Sales,79,1/30/2022,,Active,16,0,1264
CUST0244,Basic,Organic,29,7/6/2022,,Active,17,0,493
CUST0245,Enterprise,Free Trial,199,9/22/2022,,Active,25,1,4975
CUST0246,Basic,Referral,29,12/20/2023,,Active,23,0,667
CUST0247,Basic,Organic,29,1/11/2022,,Active,12,0,348
CUST0248,Basic,Paid Ad,29,3/29/2022,5/23/2023,Churned,14,0,406
CUST0249,Pro,Organic,79,5/16/2023,,Active,13,0,1027
CUST0250,Enterprise,Direct Sales,199,12/9/2023,,Active,28,0,5572
CUST0251,Pro,Paid Ad,79,5/18/2023,,Active,6,0,474
CUST0252,Basic,Free Trial,29,4/6/2022,5/1/2023,Churned,13,1,377
CUST0253,Pro,Organic,79,12/10/2023,12/4/2024,Churned,12,0,948
CUST0254,Enterprise,Free Trial,199,4/30/2023,,Active,17,1,3383
CUST0255,Enterprise,Referral,199,3/12/2023,,Active,23,0,4577
CUST0256,Pro,Paid Ad,79,12/5/2022,,Active,20,0,1580
CUST0257,Enterprise,Free Trial,199,10/5/2022,,Active,13,1,2587
CUST0258,Basic,Organic,29,5/4/2022,,Active,16,0,464
CUST0259,Basic,Free Trial,29,5/3/2022,,Active,30,1,870
CUST0260,Enterprise,Organic,199,12/8/2023,,Active,12,0,2388
CUST0261,Pro,Paid Ad,79,5/11/2023,,Active,24,0,1896
CUST0262,Enterprise,Free Trial,199,6/22/2023,,Active,9,1,1791
CUST0263,Pro,Paid Ad,79,7/18/2022,,Active,17,0,1343
CUST0264,Basic,Organic,29,7/3/2022,12/25/2023,Churned,18,0,522
CUST0265,Basic,Free Trial,29,5/10/2022,7/9/2022,Churned,2,1,58
CUST0266,Pro,Direct Sales,79,7/21/2023,,Active,10,0,790
CUST0267,Enterprise,Referral,199,10/16/2023,,Active,21,0,4179
CUST0268,Pro,Direct Sales,79,4/16/2022,,Active,24,0,1896
CUST0269,Pro,Organic,79,10/19/2022,,Active,20,0,1580
CUST0270,Basic,Organic,29,12/15/2022,2/13/2023,Churned,2,0,58
CUST0271,Enterprise,Referral,199,9/16/2022,,Active,21,0,4179
CUST0272,Basic,Referral,29,4/27/2022,,Active,18,0,522
CUST0273,Pro,Paid Ad,79,5/19/2023,7/18/2023,Churned,2,0,158
CUST0274,Basic,Referral,29,6/5/2022,4/1/2023,Churned,10,0,290
CUST0275,Pro,Free Trial,79,3/29/2022,,Active,9,1,711
CUST0276,Pro,Free Trial,79,7/26/2023,,Active,25,1,1975
CUST0277,Pro,Referral,79,9/3/2023,,Active,13,0,1027
CUST0278,Enterprise,Paid Ad,199,6/20/2023,,Active,20,0,3980
CUST0279,Basic,Organic,29,11/1/2022,,Active,19,0,551
CUST0280,Pro,Referral,79,11/9/2022,,Active,7,0,553
CUST0281,Pro,Organic,79,9/17/2023,,Active,9,0,711
CUST0282,Basic,Organic,29,8/1/2022,,Active,14,0,406
CUST0283,Basic,Referral,29,11/8/2023,7/5/2024,Churned,8,0,232
CUST0284,Basic,Paid Ad,29,6/27/2022,,Active,11,0,319
CUST0285,Enterprise,Paid Ad,199,1/3/2022,,Active,28,0,5572
CUST0286,Pro,Free Trial,79,9/1/2023,,Active,7,1,553
CUST0287,Basic,Referral,29,8/26/2022,6/22/2023,Churned,10,0,290
CUST0288,Enterprise,Direct Sales,199,12/21/2023,,Active,8,0,1592
CUST0289,Basic,Direct Sales,29,12/5/2023,8/31/2024,Churned,9,0,261
CUST0290,Basic,Organic,29,10/3/2023,,Active,12,0,348
CUST0291,Basic,Direct Sales,29,3/12/2023,11/7/2023,Churned,8,0,232
CUST0292,Basic,Paid Ad,29,10/26/2023,7/22/2024,Churned,9,0,261
CUST0293,Pro,Organic,79,5/26/2022,11/22/2022,Churned,6,0,474
CUST0294,Basic,Organic,29,11/11/2022,,Active,24,0,696
CUST0295,Basic,Organic,29,10/23/2022,,Active,20,0,580
CUST0296,Basic,Referral,29,12/7/2023,12/31/2024,Churned,13,0,377
CUST0297,Basic,Paid Ad,29,10/6/2022,,Active,21,0,609
CUST0298,Enterprise,Paid Ad,199,3/25/2023,5/24/2023,Churned,2,0,398
CUST0299,Pro,Organic,79,3/19/2023,,Active,25,0,1975
CUST0300,Basic,Organic,29,9/14/2022,5/12/2023,Churned,8,0,232
CUST0301,Basic,Organic,29,11/22/2023,,Active,24,0,696
CUST0302,Basic,Organic,29,8/25/2023,,Active,30,0,870
CUST0303,Basic,Paid Ad,29,11/20/2023,,Active,24,0,696
CUST0304,Basic,Paid Ad,29,2/11/2022,,Active,11,0,319
CUST0305,Pro,Referral,79,4/27/2023,,Active,20,0,1580
CUST0306,Basic,Free Trial,29,10/12/2022,12/6/2023,Churned,14,1,406
CUST0307,Pro,Organic,79,10/13/2023,,Active,8,0,632
CUST0308,Enterprise,Direct Sales,199,4/27/2023,,Active,16,0,3184
CUST0309,Basic,Organic,29,11/25/2022,,Active,11,0,319
CUST0310,Pro,Referral,79,12/4/2022,,Active,21,0,1659
CUST0311,Basic,Organic,29,10/23/2022,,Active,18,0,522
CUST0312,Basic,Paid Ad,29,7/18/2023,10/16/2023,Churned,3,0,87
CUST0313,Pro,Paid Ad,79,11/19/2022,,Active,9,0,711
CUST0314,Basic,Referral,29,2/18/2023,,Active,6,0,174
CUST0315,Basic,Organic,29,11/5/2023,,Active,20,0,580
CUST0316,Pro,Free Trial,79,2/28/2023,7/22/2024,Churned,17,1,1343
CUST0317,Pro,Paid Ad,79,1/6/2023,,Active,21,0,1659
CUST0318,Basic,Paid Ad,29,10/3/2023,,Active,7,0,203
CUST0319,Pro,Organic,79,7/28/2022,,Active,10,0,790
CUST0320,Basic,Paid Ad,29,10/22/2022,,Active,28,0,812
CUST0321,Basic,Paid Ad,29,5/12/2023,1/7/2024,Churned,8,0,232
CUST0322,Basic,Paid Ad,29,12/28/2023,6/20/2025,Churned,18,0,522
CUST0323,Basic,Free Trial,29,1/15/2022,,Active,8,1,232
CUST0324,Pro,Referral,79,8/19/2022,,Active,9,0,711
CUST0325,Pro,Paid Ad,79,4/18/2023,,Active,26,0,2054
CUST0326,Basic,Paid Ad,29,6/7/2022,,Active,28,0,812
CUST0327,Pro,Referral,79,10/26/2022,,Active,14,0,1106
CUST0328,Basic,Organic,29,3/2/2023,,Active,21,0,609
CUST0329,Basic,Paid Ad,29,9/7/2022,,Active,10,0,290
CUST0330,Pro,Referral,79,1/28/2023,6/21/2024,Churned,17,0,1343
CUST0331,Basic,Direct Sales,29,5/20/2022,,Active,14,0,406
CUST0332,Pro,Organic,79,3/1/2023,,Active,22,0,1738
CUST0333,Basic,Organic,29,10/1/2022,,Active,15,0,435
CUST0334,Basic,Organic,29,11/2/2022,,Active,24,0,696
CUST0335,Basic,Organic,29,11/7/2023,,Active,10,0,290
CUST0336,Basic,Free Trial,29,4/3/2023,,Active,17,1,493
CUST0337,Basic,Paid Ad,29,12/7/2022,,Active,23,0,667
CUST0338,Basic,Direct Sales,29,1/22/2023,,Active,16,0,464
CUST0339,Basic,Paid Ad,29,7/13/2022,,Active,13,0,377
CUST0340,Enterprise,Free Trial,199,8/9/2023,,Active,30,1,5970
CUST0341,Pro,Organic,79,2/25/2023,6/19/2024,Churned,16,0,1264
CUST0342,Basic,Referral,29,12/24/2023,,Active,18,0,522
CUST0343,Enterprise,Referral,199,1/31/2023,,Active,26,0,5174
CUST0344,Pro,Organic,79,6/5/2022,,Active,7,0,553
CUST0345,Pro,Organic,79,5/10/2022,,Active,24,0,1896
CUST0346,Basic,Paid Ad,29,12/6/2022,,Active,20,0,580
CUST0347,Pro,Organic,79,4/13/2022,,Active,20,0,1580
CUST0348,Basic,Referral,29,1/16/2022,,Active,19,0,551
CUST0349,Basic,Referral,29,11/2/2023,,Active,8,0,232
CUST0350,Basic,Paid Ad,29,4/26/2023,,Active,14,0,406
CUST0351,Pro,Organic,79,12/13/2022,,Active,18,0,1422
CUST0352,Basic,Organic,29,10/28/2023,9/22/2024,Churned,11,0,319
CUST0353,Basic,Direct Sales,29,11/22/2023,,Active,18,0,522
CUST0354,Basic,Free Trial,29,11/21/2022,,Active,30,1,870
CUST0355,Basic,Referral,29,5/15/2023,,Active,7,0,203
CUST0356,Pro,Referral,79,9/25/2023,7/21/2024,Churned,10,0,790
CUST0357,Basic,Paid Ad,29,8/21/2022,,Active,19,0,551
CUST0358,Basic,Direct Sales,29,4/11/2022,,Active,28,0,812
CUST0359,Pro,Direct Sales,79,4/13/2022,,Active,28,0,2212
CUST0360,Basic,Referral,29,11/3/2022,,Active,7,0,203
CUST0361,Enterprise,Organic,199,11/29/2022,,Active,15,0,2985
CUST0362,Basic,Referral,29,1/3/2023,6/2/2023,Churned,5,0,145
CUST0363,Pro,Free Trial,79,9/8/2022,,Active,24,1,1896
CUST0364,Basic,Free Trial,29,11/30/2023,,Active,11,1,319
CUST0365,Basic,Organic,29,6/29/2022,7/24/2023,Churned,13,0,377
CUST0366,Basic,Free Trial,29,9/27/2023,,Active,21,1,609
CUST0367,Pro,Paid Ad,79,8/21/2023,11/13/2024,Churned,15,0,1185
CUST0368,Basic,Free Trial,29,10/16/2023,7/12/2024,Churned,9,1,261
CUST0369,Basic,Free Trial,29,11/14/2023,2/6/2025,Churned,15,1,435
CUST0370,Basic,Paid Ad,29,10/22/2022,,Active,11,0,319
CUST0371,Basic,Paid Ad,29,3/17/2022,,Active,17,0,493
CUST0372,Pro,Paid Ad,79,8/25/2023,,Active,19,0,1501
CUST0373,Basic,Free Trial,29,12/8/2023,10/3/2024,Churned,10,1,290
CUST0374,Basic,Paid Ad,29,7/23/2022,,Active,21,0,609
CUST0375,Enterprise,Referral,199,4/20/2022,,Active,24,0,4776
CUST0376,Basic,Direct Sales,29,1/3/2023,,Active,28,0,812
